"","variable","missingValues","class","distinctValues","perMissingValues","sampleValue","nonMissingValues","missingPercentage","minimum","mean","maximum","stdDeviation","variance","p01","p05","p10","p25","p50","p75","p90","p95","p99","numOutliers"
"1","AG.AGR.TRAC.NO",3608,"numeric",1427,66.57,"2650",1812,66.57,1,188768.621412804,4592545,532208.315644544,283245691241.203,6,46.55,93,1271,18457.5,110850,466536.600000003,1125084.65,2121890,235
"2","AG.CON.FERT.PT.ZS",4478,"numeric",938,82.62,NA,942,82.62,0,1478.29701573717,116141.245136187,10043.8776529571,100879478.307571,0.321685540180025,3.41624782149299,10.4143842211497,29.2712743000598,111.290293742612,229.95419468981,436.332267363302,1397.73660583942,63590.2130647133,77
"3","AG.CON.FERT.ZS",3523,"numeric",1882,65,"525.422867513612",1897,65,0,256.442843704326,16532.3076923077,1043.88942930311,1089705.14061078,0.245375432825239,1.75940145985402,4.42632807822144,17.4850706478272,81,187.316171942357,377.443596730245,727.03619047619,3043.34523809523,162
"4","AG.LND.AGRI.K2",729,"numeric",3114,13.45,"5570",4691,13.45,3,239761.783095289,5236830,653256.14781703,426743594660.745,10,40,100,2356,31280,172791,442260,1184690,4150802,499
"5","AG.LND.AGRI.ZS",732,"numeric",3363,13.51,"16.8831168831169",4688,13.51,0.448717948717949,38.1308449726908,85.4873728716718,22.3016836360793,497.365093003765,0.993196605374823,3.35503705130943,7.91669676176719,19.3776311057519,38.9087775914107,55.9186872585038,70.243089871521,74.68921575653,80.8418888304825,0
"6","AG.LND.ARBL.HA",755,"numeric",2415,13.93,"34683000",4665,13.93,80,6838481.40407288,185676000,21201230.2060817,449492162251271,400,1000,2500,64000,1059000,3950000,13985000,30238000,130427199.999999,593
"7","AG.LND.ARBL.HA.PC",760,"numeric",4658,14.02,"0.849873478785613",4660,14.02,0.000105571938756422,0.222183370614255,2.69791368962561,0.278230732494936,0.0774123405046688,0.00102717071135857,0.0100250372008288,0.0193068457940256,0.0555228673399347,0.154549795772852,0.286309562223621,0.448221024345025,0.603557718942082,1.58712543673821,208
"8","AG.LND.ARBL.ZS",755,"numeric",3004,13.93,"22.2262773722628",4665,13.93,0.00146327187591455,13.9161371985974,72.0980256587539,13.3783321927366,178.979772259213,0.0889610981557552,0.54086856485476,1.11972437553833,3.15777540789507,10.1736972704715,19.6765498652291,33.7927086061008,41.0357327809425,56.1306118451852,186
"9","AG.LND.CREL.HA",1185,"numeric",3993,21.86,"3510",4235,21.86,0,3884803.34096812,102402400,11697181.2410515,136824048986007,0,118.5,1147,100487.5,684023,2343784.5,9403990,14997770,82957002.7999999,682
"10","AG.LND.CROP.ZS",1008,"numeric",2208,18.6,NA,4412,18.6,0.000643682896058086,4.58837246161732,66.6666666666667,8.2506125274207,68.0726070776314,0.00352901734512025,0.0281893930136901,0.108200658365639,0.339828404604293,1.40289346777729,4.66848628523555,12.316715542522,18.5185185185185,44.4444444444444,515
"11","AG.LND.EL5M.ZS",5066,"numeric",169,93.47,NA,354,93.47,0,5.13125491948588,55.879363166,10.5986336207712,112.331034627342,0,0,0.0758092282000001,0.528235978,1.534015255,3.551398449,12.0518513221,30.3325891649999,55.068648803,52
"12","AG.LND.FRST.K2",215,"numeric",3904,3.97,"46290",5205,3.97,0,194061.178194044,8151356,757107.7518749,573212147949.065,0,10,91.7,1450,19698,97118,295724.4,662964.8,3481298.16,596
"13","AG.LND.FRST.ZS",238,"numeric",4009,4.39,"24.3687865497076",5182,4.39,0,32.2416193306628,98.8852564102564,24.30215558187,590.594765925415,0,0.287892532583034,1.45256916996047,10.9082771417192,31.2757838404158,49.9705882352941,66.6666666666667,74.1290023406793,90.9625714285715,0
"14","AG.LND.IRIG.AG.ZS",4715,"numeric",690,86.99,"1.10749185667752",705,86.99,0,9.77219378229586,56.9207195959367,11.971128383219,143.307914767512,0.00295408455950847,0.0753217959846806,0.422974735424001,1.2334847617419,5.24530587522714,12.8488391855604,29.4679060434817,35.0827366908827,52.8748080707979,54
"15","AG.LND.PRCP.MM",4293,"numeric",173,79.21,NA,1127,79.21,51,1135.74889086069,3240,789.579984764768,623436.552341131,56,111,216,536.5,1020,1651,2330,2666,3184.92,0
"16","AG.LND.TOTL.K2",113,"numeric",476,2.08,"5130",5307,2.08,2,610991.796928585,16389950,1765734.66807512,3117818918042.34,20,180,440,10230,94280,446300,1246700,2376000,9161920,627
"17","AG.LND.TRAC.ZS",3625,"numeric",1685,66.88,"271.500757958565",1795,66.88,0.0929633867276888,428.123179938677,6600.46242774566,771.582370792713,595339.354918104,0.308703995648255,1.95981731229077,6.34802431610942,46.4801601113818,153.388596656021,480,1136.56644125105,1711.36893691181,4421.6913374792,183
"18","AG.PRD.CREL.MT",1185,"numeric",4048,21.86,NA,4235,21.86,0,12563589.2883117,557407200,47921723.544493,2296491587474818,0,299.7,2000,159761.5,1349658,5130327.5,26470401.8,45399350,331959174.019998,723
"19","AG.PRD.CROP.XD",934,"numeric",3354,17.23,"154.41",4486,17.23,11.45,96.9620441373161,405.81,26.2196481159757,687.469947325588,42.6915,59.65,67.765,82.4825,96.715,107.4525,123.575,137.205,171.643,211
"20","AG.PRD.FOOD.XD",888,"numeric",3295,16.38,"101.7",4532,16.38,7.29,97.2583671668138,420.46,23.2751544530397,541.732814812852,48.3455,62.283,69.893,85.05,97.735,106.6425,121.073,133.7915,166.9633,258
"21","AG.PRD.LVSK.XD",911,"numeric",3213,16.81,NA,4509,16.81,4.3,97.5393501885119,483.78,23.5832447448724,556.169432696551,47.1256,60.59,70.034,85.38,98.71,106.77,121.66,132.884,167.0484,253
"22","AG.SRF.TOTL.K2",108,"numeric",352,1.99,"1098580",5312,1.99,2,631213.103501506,17098250,1840097.28121139,3385958004321.55,20,180,440,11300,100266,462840,1246700,2381740,9831510,627
"23","AG.YLD.CREL.KG",1229,"numeric",3953,22.68,NA,4191,22.68,35.7,2852.18680505846,74205.6,3040.2991450527,9243418.89140819,291.13,601.8,811.4,1335.35,2266.3,3643.75,5541.3,6588,9011.39000000001,147
"24","BG.GSR.NFSV.GD.ZS",3825,"numeric",1596,70.57,NA,1595,70.57,0.815384302042152,26.157272114048,253.12844232281,28.6391081238424,820.198514129133,3.9106472650822,5.53636601539955,6.71919855645044,11.8048874823751,18.1775917802076,29.1444846267016,48.2815018422963,77.8284246619651,187.627746728778,127
"25","BM.GSR.CMCP.ZS",3845,"numeric",1576,70.94,NA,1575,70.94,-8.27748641427058,31.6035242050572,162.921508678804,17.0647115062164,291.204378790394,4.68428640414524,9.51886811277599,13.1703088308087,19.1593366831846,28.9721652057146,40.9273520165517,53.5760078790881,62.2051858165023,83.3251091537728,35
"26","BM.GSR.FCTY.CD",1647,"numeric",3761,30.39,"1.5272e+10",3773,30.39,-165610493.756656,14173125294.6593,7.43428e+11,49015325900.6428,2.40250217314622e+21,2429448.56883831,11084444.4444444,22801020.185545,96161890.610406,6.73e+08,5.745e+09,28486557995.2807,74008144620.3446,252521871003.757,625
"27","BM.GSR.GNFS.CD",1649,"numeric",3772,30.42,NA,3771,30.42,20212732.12,70489771832.581,2.851524e+12,211707781545.241,4.48201847668073e+22,99377936.014398,230952046.308158,402097355.185185,1609297952.6184,6675038393.2382,40903084418.5423,179434888197.373,380932466224.776,955525549576.587,536
"28","BM.GSR.INSF.ZS",3848,"numeric",1573,71,NA,1572,71,-28.2144199550638,7.77070771825321,566.814778928468,17.2443799353292,297.368639353986,0.289731938605721,1.26137918765893,1.87962511346974,3.29521621605012,5.46713921752411,9.01855306246376,12.6706602130667,16.3188746016117,49.0587519020076,74
"29","BM.GSR.MRCH.CD",1644,"numeric",3775,30.33,NA,3776,30.33,9615960.735,55838206581.6709,2.3741e+12,172844141866.178,2.98750973774556e+22,64866055.0468466,155258929.901763,275934920.677971,1108572720.86752,5186644887.62552,29931617633.29,138507834371.874,301817471103.77,795569793239.105,561
"30","BM.GSR.NFSV.CD",3766,"numeric",1655,69.48,"70174852290",1654,69.48,9514238.771,21853198404.3657,4.77424e+11,52305503767.3803,2.73586572435943e+21,30687061.8571,78773126.852,158874139.37,608879019.15,2348345000,14321936259,69717483013.3,1.14837e+11,271957440000.001,260
"31","BM.GSR.ROYL.CD",2741,"numeric",2537,50.57,NA,2679,50.57,-13920000,1279220648.36808,64209889665.1197,4486341685.82417,20127261721963683840,9859.01937878112,133333.333333333,402491.848518404,2879268.44129858,27900000,452015956.170833,2531240000,7031127230.69361,24403605089.7852,454
"32","BM.GSR.TOTL.CD",1655,"numeric",3766,30.54,"16988551716.7225",3765,30.54,20882504.8184,84780774027.0258,3.436894e+12,255547409216.285,6.53044783571552e+22,105358333.410997,246165904.499254,436389360.496073,1787300000,7474202823.39654,47368141760.9137,217745043557.859,458570257632.103,1151090899786.45,549
"33","BM.GSR.TRAN.ZS",3846,"numeric",1575,70.96,NA,1574,70.96,1.82896758580385,33.9379346421526,109.409911442065,15.394953536114,237.004594379107,3.21453927787767,10.6314358817853,14.7762686933431,22.6543875094978,32.4258312893029,44.21522203367,53.6027791296149,60.0977041829655,75.9221134486919,13
"34","BM.GSR.TRVL.ZS",3838,"numeric",1583,70.81,"64.9817142651091",1582,70.81,0.05048385943754,20.6131506853663,83.6362222296366,11.9060077510006,141.753020566886,0.955949822983659,4.61121470706872,6.9978732633101,12.4526587982356,18.9547390470862,26.7742832158625,34.7146286000588,42.0606899441194,62.0196058366032,45
"35","BM.TRF.PRVT.CD",1927,"numeric",3409,35.55,"4576532660.37129",3493,35.55,8378.00536959795,2534605820.6043,2.06014e+11,11445429182.0151,1.30997849160522e+20,199840,1893415.67367667,4540243.61760404,18900000,96975673.5483046,641023034.623207,3819876992.24801,13050755380.9137,43819408104.0544,625
"36","BM.TRF.PWKR.CD.DT",1712,"numeric",3565,31.59,NA,3708,31.59,-55415954.838435,1347366186.40923,5.7565e+10,4627099963.11964,21410054068701782016,134203.705926,1120377.26323376,3046218.7049,12938182.115,66434071.815,518097540.77605,2995175659.43485,7572080684.91268,21688587198.4274,609
"37","BN.CAB.XOKA.CD",1644,"numeric",3772,30.33,NA,3776,30.33,-8.06726e+11,-205736337.007722,420568516143.545,43283117441.9495,1.8734282554936e+21,-74387031137.9648,-15895450590.9152,-5800463338.89106,-1135066910.41845,-172121191.080401,153498458.466604,8308421895.08341,25012468518.9424,105166873973.004,1189
"38","BN.CAB.XOKA.GD.ZS",1719,"numeric",3702,31.72,"2.51399698553652",3701,31.72,-133.33538272899,-2.6407233140633,247.157304848328,13.3572497540085,178.41612099096,-31.2363975874205,-19.1046007161627,-13.5301109035659,-6.99614648151213,-2.88976660650172,1.2249966385997,6.79803005327033,12.4371495431223,32.8365459962931,345
"39","BN.GSR.FCTY.CD",1641,"numeric",3761,30.28,"871640000",3779,30.28,-79604350000,-479348465.772634,2.37981e+11,15201960077.1789,2.31099590188141e+20,-32540810149.7691,-12948157786.1511,-7031043893.48069,-1565999526.82428,-184543149.92,-9312006.75150534,478122666.666667,5108397616.4989,58951171680.9571,815
"40","BN.GSR.GNFS.CD",1644,"numeric",3770,30.33,"-192390023.155742",3776,30.33,-7.61715e+11,851362696.732807,348832533153.933,42851503003.1022,1.83625130962487e+21,-67282254772.769,-12209794538.1753,-5610460795.64103,-1458160156.08715,-223434409.012364,582402941.176471,13842766608.0844,30122876016.2439,97031144801.5644,1114
"41","BN.GSR.MRCH.CD",1644,"numeric",3773,30.33,"-1512487839.58343",3776,30.33,-8.37288e+11,331878710.456077,435041621802.113,53391141688.5445,2.85061401080624e+21,-111630081048.101,-15223870888.0499,-7135431959.72582,-2086583567.71817,-301945295.952224,615169994.213314,16156473316.8658,34972328197.1069,130918358369.145,1044
"42","BN.KAC.EOMS.CD",1658,"numeric",3754,30.59,"-507815000",3762,30.59,-108259996435.246,-438905679.673238,1.53205e+11,8085228618.15551,65370921807840796672,-24701404382.5452,-5994363442.54134,-2261274886.6613,-271429066.264082,-4205375.39660429,123183751.056594,870822325.442955,2876173091.1497,16527416657.4297,1041
"43","BN.KLT.DINV.CD",1742,"numeric",3637,32.14,"-104089268.188046",3678,32.14,-231651578090.287,-244416798.07815,2.2536e+11,17705131457.3283,3.13471679921278e+20,-42767754172.4425,-9445063015.58801,-4305511985.44615,-1122784758.59426,-178218200.333333,-14800000,1213078751.87181,10233667382.9339,60570240207.1136,848
"44","BN.KLT.PRVT.CD",5139,"numeric",282,94.82,NA,281,94.82,-25739830171.7454,1059824653.99403,26067073571.3333,3764319214.27404,14170099146952722432,-7505996057.72449,-9681022.55166489,11569586.2140903,77364134.430751,234540000,988444264.506415,2842266343.69978,6107943316.19548,16911362528.5009,43
"45","BN.KLT.PRVT.GD.ZS",5143,"numeric",278,94.89,NA,277,94.89,-9.86173791830597,7.66399959676375,243.778597801132,21.0367025626217,442.542854708214,-4.96449528962999,-0.296281642935337,0.263598190952819,1.33107767816716,3.60296301983733,8.27598259160234,14.6001936524229,22.8303379578845,55.6332561577846,22
"46","BN.KLT.PTXL.CD",2366,"numeric",3031,43.65,"9267580.32612412",3054,43.65,-8.07954e+11,-3596421557.91385,336121306133.545,43898896645.3919,1.9271131266828e+21,-130165152613.446,-24005654795.5546,-8070148227.01975,-483675000,-229379.751666667,153035609.616113,4699473814.57762,16293018967.4156,57013636829.4655,1082
"47","BN.RES.INCL.CD",1709,"numeric",3712,31.53,NA,3711,31.53,-107545881269.666,2651050390.08426,479553285861.515,21853212267.2905,4.77562886399254e+20,-12800917422.4885,-2838147310.87855,-1046046646.7413,-113059992.217872,28260912.3155896,705740141.188885,4735807173.51471,11086190153.7381,48873147527.323,944
"48","BN.TRF.CURR.CD",1343,"numeric",4026,24.78,NA,4077,24.78,-1.32689e+11,-530191107.76003,65602688026.0727,9474952264.38724,89774720412416802816,-39674467936.0902,-7914612426.8569,-2419579032.84439,5484555.25443288,152527952.11355,831631868.976267,2838960821.93033,5130446491.65289,19791615885.5988,1118
"49","BN.TRF.KOGT.CD",2697,"numeric",2647,49.76,NA,2723,49.76,-42005080000,227209466.610142,20488900000,1873442642.44747,3509787334540547584,-4198771122.18437,-408774412.611724,-90564454.5051477,3965448.00927639,38765703.0023443,183649842.928783,723449443.552163,2290578556.49043,6658482821.29073,527
"50","BX.GRT.EXTA.CD.WD",1771,"numeric",3379,32.68,NA,3649,32.68,-1860000,290670948.204988,21038970000,720935994.97944,519748708856995392,0,1880000,6440000,26140000,96810000,273190000,716944000.000001,1119804000,2824528000,412
"51","BX.GRT.TECH.CD.WD",1795,"numeric",3163,33.12,"9770000",3625,33.12,-12400000,86050019.3103448,1062410000,114894877.942406,13200832977400290,82400,1672000,3644000,15480000,50510000,113680000,199406000,273456000,559175200,197
"52","BX.GSR.CCIS.CD",2648,"numeric",2757,48.86,"130300000",2772,48.86,-7165144310.02,5300490694.25253,1.65398e+11,15344176911.9944,2.35443765106581e+20,1432667.22321587,8112827.53004395,16422526.6666667,55481161.9438754,253159335.54086,2277628590.0748,14112168120.9383,30297519748.136,86333240200.1948,480
"53","BX.GSR.CCIS.ZS",2648,"numeric",2770,48.86,NA,2772,48.86,-6.09632739720316,20.2779442452726,90.0735294117647,13.9054670855252,193.362014866626,1.6097810257335,4.09813650612143,6.11506219186195,10.1567410560397,17.2055267023682,26.7306124738708,38.1786978133697,47.667475232423,68.1017002032084,107
"54","BX.GSR.CMCP.ZS",1736,"numeric",3660,32.03,"41.7759374599692",3684,32.03,-379.716981132075,34.5099798719528,100,22.1633937033603,491.21602045015,2.1436719402215,7.64700969921814,10.6759832760878,18.111133588631,30.9829013234034,47.8070085789717,63.6333475485312,74.5203543195272,93.0260469270133,43
"55","BX.GSR.FCTY.CD",1676,"numeric",3690,30.92,NA,3744,30.92,-34400000,13799125501.4908,8.44031e+11,56874585209.7188,3.23471844277756e+21,1054208.72425625,3684259.25925926,6711464.35937545,31846157.2258532,236779161.125924,2690223343.34736,21781824649.3816,72787283901.7145,265691005859.603,636
"56","BX.GSR.GNFS.CD",1649,"numeric",3772,30.42,NA,3771,30.42,2627019.093,71339209549.5583,2524238350002.11,201552908519.173,4.06235749325382e+22,29218230.5249522,116255883.105873,219482601.550594,1065872302.1,5503475778.24457,42764538818.7684,195104905304.235,393387041003.541,931417206977.982,553
"57","BX.GSR.INSF.ZS",2176,"numeric",3238,40.15,NA,3244,40.15,-6.58199692896231,4.75812971929657,100,8.21107483144138,67.42174988753,0.00885800622430108,0.115244876249388,0.258421062849793,0.853300926327057,2.16644771234273,5.11346207490519,10.9387694355369,16.851770817488,37.5723001339507,310
"58","BX.GSR.MRCH.CD",1644,"numeric",3775,30.33,"1830017180.79207",3776,30.33,336776.6176,56170084001.1015,2243761278997.21,161026431476.106,2.59295116339291e+22,9996400.82954837,37606045.5975696,81586522.5350022,612153329.567044,3825225932.40777,31184582316.0106,154153807233.496,309018144301.853,708221974925.241,597
"59","BX.GSR.NFSV.CD",1646,"numeric",3759,30.37,"68385185.1851852",3774,30.37,65.7208975940777,15150300314.0832,7.10565e+11,45937340753.3472,2.11023927548914e+21,8908599.77067842,38125762.3618853,77278331.9672914,265237279.662192,1310708990.05726,8.405e+09,40389854515.1516,83165154730.5404,234513819259.404,551
"60","BX.GSR.ROYL.CD",3383,"numeric",1911,62.42,NA,2037,62.42,122,1700399069.73421,1.30361e+11,8929186095.07883,79730364320549208064,2469.87939266144,27914.0698384515,108451.362716875,1010817.366,13023015.7556849,150374141.989184,2062238241.96922,6702557890.06092,32262024965.9011,385
"61","BX.GSR.TOTL.CD",1682,"numeric",3739,31.03,NA,3738,31.03,8140000,85775208338.9526,3.166554e+12,251638912331.998,6.3322142199631e+22,47457101.1492608,138739687.046762,262451898.791067,1276795731.62429,6052349249.22171,46650491980.3327,227147265680.655,475087445139.889,1188940436480.81,567
"62","BX.GSR.TRAN.ZS",1792,"numeric",3622,33.06,"27.0857142857143",3628,33.06,0.0727212738832799,22.6910916857481,144.811320754717,15.9535147456723,254.514632740385,0.996842008302349,2.57018237961014,4.48419068800691,9.98935907220261,19.9601202097548,32.0952466826957,45.1329718574744,53.4994191899636,67.8524364948665,46
"63","BX.GSR.TRVL.ZS",1767,"numeric",3648,32.6,"20.676768759262",3653,32.6,0.0845206471866699,39.924978863646,319.575471698113,23.7948880958301,566.196699493079,1.35666259840654,5.37302103899642,10.0103844469003,20.9210490064928,37.7628354036921,57.8588726227873,72.3682052486004,80.1577222183541,92.1158259300831,2
"64","BX.KLT.DINV.CD.WD",682,"numeric",4604,12.58,NA,4738,12.58,-35815102250.5716,6316600841.4296,734010312477.362,28025861538.7539,7.85448914989403e+20,-881826562.991071,-7563479.72629146,1150907.4697403,33570634.0723225,288113784.125372,2086195982.28698,10965655171.1815,27391417792.4311,118239812202.202,768
"65","BX.KLT.DINV.WD.GD.ZS",956,"numeric",4459,17.64,NA,4464,17.64,-82.892095357591,4.76215559056563,466.562217240308,12.7323856024681,162.113643129936,-4.68181410106006,-0.129591743236054,0.10606797378463,0.812752051889407,2.45341050109815,5.43101287808626,10.375923691331,16.3236920974668,38.7162278592824,364
"66","BX.PEF.TOTL.CD.WD",2389,"numeric",2053,44.08,NA,3031,44.08,-141098530306.6,3687288713.02577,385523617539.891,21609614480.868,4.66975438011739e+20,-9553569463.36616,-529002714.664899,-3.2e+07,0,98540.2142045328,291077092.5,5472631190.74496,14599129144.1261,101831315233.394,805
"67","BX.TRF.CURR.CD",1709,"numeric",3690,31.53,"2717550315.02018",3711,31.53,1664302.26613478,3257778580.77814,1.40017e+11,8605366336.76061,74052329789852811264,7986324.83306881,24302039.3875089,44878993.3333333,140872215.225084,639909203.818906,2629748191.13051,7635626379.66778,14968380513.6786,47329572744.6038,465
"68","BX.TRF.PWKR.CD",2736,"numeric",2624,50.48,NA,2684,50.48,-173184.357541899,1338396603.50328,66831611586.4749,4162856485.7853,17329374121244770304,113516.317234214,1239327.84005363,3840955.23812687,21928344.4444444,152829116.081673,1089947969.20518,3259275713.46869,5142254000,19595124780.3827,335
"69","BX.TRF.PWKR.CD.DT",1598,"numeric",3707,29.48,"46433649.08889",3822,29.48,6038.0301,1627570163.45065,70388642796.5471,4221655787.25727,17822377586082785280,500838.437075,3017588.00705,9625390.8161,43124938.7591136,307740927.319318,1538710072.40206,4115999759.19462,6780750000,20058906762.3847,412
"70","BX.TRF.PWKR.DT.GD.ZS",1695,"numeric",3726,31.27,"1.23238960951363",3725,31.27,2.88917710425449e-05,4.1524077937227,71.796872549925,6.90146230971215,47.6301820123773,0.00773448996974948,0.0428001927325602,0.117332329012201,0.341309788222219,1.45105791810272,4.61527877458688,12.0312837272479,18.0818478611018,30.9839581028085,408
"71","CM.MKT.INDX.ZG",3815,"numeric",1602,70.39,NA,1605,70.39,-84.2300033569,10.7187026544811,912.2812791399,43.9551489727451,1932.05512121622,-68.876911668872,-47.0318025483059,-31.6533416440682,-13.6737505537224,7.589782196825,29.2938015736,53.2677284418942,76.25727707032,124.933300214872,59
"72","CM.MKT.LCAP.CD",3645,"numeric",1773,67.25,"295288300000",1775,67.25,1152430,489147933966.158,26330589190000,1914457750376.85,3.66514847797798e+24,17049921.3091066,111074330,356754000,2707300000,36459340000,230386125000,1032586106000,1919842257000,10844057620000,276
"73","CM.MKT.LCAP.GD.ZS",3668,"numeric",1753,67.68,NA,1752,67.68,0.00928657836903973,60.260982959919,1254.46531470938,97.3565855865222,9478.30475706583,0.270611882567967,2.38405231180467,5.53022852168716,15.3590586962584,34.9012888833193,73.5524362840869,127.333137146223,179.922986683329,325.417931634826,102
"74","CM.MKT.LDOM.NO",3251,"numeric",766,59.98,NA,2169,59.98,0,452.838174273859,8090,976.000168764156,952576.329427661,1,7,11,40,139,345,1075,2087,5443.76000000002,261
"75","CM.MKT.TRAD.CD",3381,"numeric",1983,62.38,NA,2039,62.38,0,515300660628.16,47245495800000,3157263947707.97,9.96831563549654e+24,213800,3340984.17566983,14573820.0252077,137630000,5176170000,83618305000,731057268000,1405762288000,8882580671199.89,365
"76","CM.MKT.TRAD.GD.ZS",3400,"numeric",2015,62.73,NA,2020,62.73,0,27.6248952797596,952.667323279516,60.377755776787,3645.47339264134,0.00293282421447901,0.0705141833759517,0.172495395067731,0.943894237722439,5.84407508974479,29.4258851621832,77.7364102678347,119.182082378921,252.649274053709,222
"77","CM.MKT.TRNR",3715,"numeric",1703,68.54,NA,1705,68.54,0,46.1640659930443,1721.5435231707,89.741618467505,8053.55808516724,0.0820230016553858,0.561809911759531,1.61377931850191,5.84845194943925,23.4941852064933,58.3398634128837,108.323673145378,149.225418735094,313.805602505429,102
"78","country",0,"factor",217,0,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","country.region",0,"factor",7,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","DC.DAC.AUSL.CD",3220,"numeric",928,59.41,NA,2200,59.41,-750000,14132981.8181818,606400000,47321217.155792,2239297593105626,10000,10000,20000,120000,985000,7250000,31153000,63081500,250990400,314
"81","DC.DAC.AUTL.CD",2564,"numeric",831,47.31,"10000",2856,47.31,-129700000,4237471.98879552,810420000,28526200.2109565,813744098475572,-2899000,10000,20000,90000,545000,2385000,7060000,11690000,62607499.9999998,375
"82","DC.DAC.BELL.CD",2780,"numeric",1065,51.29,NA,2640,51.29,-19940000,5922113.63636364,789630000,25962365.9291745,674044444640360,-3992500,-130000,10000,127500,950000,4520000,14185000,22247500,64679600.0000002,337
"83","DC.DAC.CANL.CD",2131,"numeric",1412,39.32,"390000",3289,39.32,-281450000,9752930.98206142,458870000,25377118.3883488,643998137696269,-48399.9999999998,20000,78000.0000000001,340000,1870000,8800000,23392000,44806000,116249200,361
"84","DC.DAC.CECL.CD",1862,"numeric",2792,34.35,"31510000",3558,34.35,-342920000,51966677.9089376,2914580000,122314154.597419,14960752414881328,-1678600,270000,1270000,5530000,20260000,58377500,129471000,193708500,430183999.999999,321
"85","DC.DAC.CHEL.CD",2649,"numeric",1239,48.87,"3230000",2771,48.87,-1910000,6069530.8552869,163520000,9292567.33750485,86351807722062,10000,30000,80000,510000,2650000,8200000,17160000,22340000,35401000,204
"86","DC.DAC.DEUL.CD",1881,"numeric",2448,34.7,"340000",3539,34.7,-105980000,33737651.8790619,2676350000,110625611.676185,12238025958730106,-18998600,-911000,20000,1065000,12430000,32935000,68014000,110002000,413618400,303
"87","DC.DAC.DNKL.CD",3196,"numeric",1193,58.97,NA,2224,58.97,-64140000,9818570.14388489,129390000,18496696.6334168,342127786348654,-2996500,-248500,10000,240000,1865000,10087500,33330000,48299000,87942200,327
"88","DC.DAC.ESPL.CD",2843,"numeric",1302,52.45,NA,2577,52.45,-66540000,10656142.8017074,399470000,26009585.0348996,676498513687674,-7686000,-230000,20000,110000,1370000,10640000,30706000,49671999.9999999,132137599.999999,312
"89","DC.DAC.FINL.CD",2943,"numeric",782,54.3,NA,2477,54.3,-5e+06,3029951.55429956,152860000,7022311.03983154,49312852340140,-404800,10000,30000,130000,580000,2550000,8676000,14668000,33815999.9999999,343
"90","DC.DAC.FRAL.CD",1894,"numeric",2135,34.94,NA,3526,34.94,-135890000,33014523.5394214,2027150000,95999622.7899645,9215927575815474,-10017500,-190000,60000,9e+05,4920000,22367500,83135000,159507500,429617500,524
"91","DC.DAC.GBRL.CD",2225,"numeric",1594,41.05,"1970000",3195,41.05,-250970000,25448945.2269171,3185740000,96445862.3206857,9301804358780656,-9350400,10000,40000,365000,2090000,11555000,68086000,137540000,342968000,562
"92","DC.DAC.GRCL.CD",3787,"numeric",318,69.87,NA,1633,69.87,0,1250514.39069198,83380000,5392820.29782672,29082510764651.9,10000,10000,10000,20000,90000,420000,2176000,4685999.99999998,27424800.0000003,262
"93","DC.DAC.IRLL.CD",3367,"numeric",586,62.12,NA,2053,62.12,0,3193229.42036045,80870000,8802209.31001426,77478888737301.7,10000,10000,20000,70000,310000,1720000,7868000,16324000,51330800,318
"94","DC.DAC.ITAL.CD",2694,"numeric",1264,49.7,"1830000",2726,49.7,-80060000,8600194.42406456,953710000,42328811.9084019,1791728317576864,-15550000,-3010000,-180000,112500,1045000,5467500,18860000,34770000,109267500,430
"95","DC.DAC.JPNL.CD",1791,"numeric",2487,33.04,"750000",3629,33.04,-1192210000,42398321.8517498,3502850000,169324851.504637,28670905337067276,-121049200,-5954000,30000,960000,8260000,32760000,91652000,179358000,850988399.999995,480
"96","DC.DAC.KORL.CD",2348,"numeric",732,43.32,"170000",3072,43.32,-27260000,2895061.84895833,234560000,11004569.3417778,121100546397997,-520000,10000,20000,50000,160000,962500,6639000,15914500,44823500,563
"97","DC.DAC.LUXL.CD",3507,"numeric",460,64.7,"190000",1913,64.7,0,1554898.06586513,31070000,3325168.11519525,11056742994311.1,10000,20000,40000,120000,340000,1240000,4080000,7940000,17518399.9999999,252
"98","DC.DAC.NLDL.CD",2581,"numeric",1552,47.62,NA,2839,47.62,-315790000,13117858.4008454,422160000,26037884.7517689,677971442346398,-2732400,10000,50000,340000,3250000,15720000,40732000,59588000,114427000,302
"99","DC.DAC.NORL.CD",2661,"numeric",1284,49.1,NA,2759,49.1,-29370000,9985422.25444002,678600000,22845512.6534404,521917448398504,10000,30000,80000,440000,2250000,10175000,28196000,46450000,102668400,312
"100","DC.DAC.NZLL.CD",3629,"numeric",422,66.96,NA,1791,66.96,10000,1326990.50809604,33860000,3274267.4628603,10720827418345.6,10000,10000,20000,50000,180000,925000,3730000,6500000,17661000,263
"101","DC.DAC.PRTL.CD",4402,"numeric",285,81.22,NA,1018,81.22,-23020000,5773742.63261297,715480000,28710463.0566764,824290688928780,0,10000,10000,30000,90000,467500,13905000,25574000,98786000.0000002,205
