"","variable","missingValues","class","distinctValues","perMissingValues","sampleValue","nonMissingValues","missingPercentage","minimum","mean","maximum","stdDeviation","variance","p01","p05","p10","p25","p50","p75","p90","p95","p99","numOutliers"
"543","NY.ADJ.DNGY.CD",132,"numeric",2575,2.44,"0",5288,2.44,0,3797340386.99329,265718359733.132,15947095399.9385,2.5430985169474e+20,0,0,0,0,0,696821619.774757,7261741873.28069,20599377447.1652,68608859073.5383,1025
"544","NY.ADJ.DNGY.GN.ZS",998,"numeric",2422,18.41,NA,4422,18.41,0,3.73156165086846,90.4976018586987,9.34497205785009,87.3285027619989,0,0,0,0,0.0128912400717473,1.59657559778932,13.5447947622765,23.6011967042656,45.857126279546,824
"545","NY.ADJ.DPEM.CD",1231,"numeric",4033,22.71,NA,4189,22.71,0,685841710.712413,38344727042.1204,2543091432.85869,6467314035879258112,0,464597.090291813,5877652.29083669,24311127.0751237,79040125.3550826,304180935.726178,1227546187.37171,3184378262.27429,10514446560.0301,614
"546","NY.ADJ.DPEM.GN.ZS",1506,"numeric",3822,27.79,"0.217987360763693",3914,27.79,0,0.771805776578442,11.09047872118,0.839888789682173,0.705413179033785,0,0.0485676677722108,0.101300919838305,0.206163936864886,0.461815749403688,1.05189647776976,1.85978575269964,2.52585557849561,3.74228366647009,240
"547","NY.ADJ.DRES.GN.ZS",1575,"numeric",3703,29.06,"2.03670977934353",3845,29.06,0,6.37468949236747,90.5105023906553,10.2826500978525,105.732893034866,0,0.000919315151003627,0.0168803647753712,0.26420281837045,2.01060658986036,7.93549789050259,19.7103880274498,27.3462686620304,49.2009886111031,393
"548","NY.ADJ.ICTR.GN.ZS",1908,"numeric",3513,35.2,"23.69643656",3512,35.2,-181.2690489,20.5155731159049,107.8740922,13.0495657126022,170.291165287523,-7.56279524556,2.44651117035,7.0521922885,13.976322325,20.108379745,26.71062204,34.468156248,41.6149149095,55.5111087872,177
"549","NY.ADJ.NNAT.CD",1922,"numeric",3499,35.46,"37141318017.6667",3498,35.46,-286775593874.57,27625675736.1216,3776447588308,144307373258.105,2.0824617976654e+22,-5865469535.77979,-453066076.456725,-100914241.568716,96157277.3642825,1274130521.99448,13638408000.2552,57230478237.901,107223964758.281,403711017065.988,533
"550","NY.ADJ.NNAT.GN.ZS",1922,"numeric",3499,35.46,"29.9208638260021",3498,35.46,-182.300857165772,9.41900417301257,99.8994509901631,13.5165558735501,182.697282682803,-20.2828589267918,-8.97401637164459,-3.62241007944498,2.79541800354281,8.32199997741708,15.3394203322807,24.0198389171051,31.6643780037208,49.1024900107412,211
"551","NY.ADJ.NNTY.CD",1620,"numeric",3801,29.89,"267308400274.051",3800,29.89,-685163302.584721,231072341088.184,14941050770220.9,958183675595.709,9.18115956178103e+23,152072145.355365,344731740.919812,642158408.03799,2859980631.4332,12550152377.9874,95314573073.9881,396298558472.893,1052413441293.57,3850418757199.21,559
"552","NY.ADJ.NNTY.KD",2494,"numeric",2927,46.01,"28306181513.2242",2926,46.01,-674642174.045237,328956037330.816,13920450674939.8,1145906345859.29,1.3131013534806e+24,453518016.76323,1173972408.51886,2601439160.65153,7598439987.50838,31227547170.4227,187085690712.503,713686377231.966,1538762272633.98,4524183366311.9,384
"553","NY.ADJ.NNTY.KD.ZG",2383,"numeric",3038,43.97,NA,3037,43.97,-884.697967866628,3.90200165798141,327.590251857266,20.6438159366305,426.167136425478,-19.718437214238,-7.27393390955402,-3.32506821756015,0.709180274390746,3.84464225514985,7.199699615802,11.3672746058971,15.1622277506596,33.5996078719263,226
"554","NY.ADJ.SVNG.CD",2345,"numeric",3076,43.27,"36477664668.7858",3075,43.27,-30338141771.7776,36161632290.9448,3566658536108.98,154714674396.613,2.393663047365e+22,-8126330782.7627,-1544902174.25559,-394391983.740458,75546465.6986958,1527588500.00002,16676163659.5158,78668240042.4365,153660292490.849,605613135626.273,510
"555","NY.ADJ.SVNG.GN.ZS",2345,"numeric",3076,43.27,NA,3075,43.27,-238.290193658383,6.4322586303128,90.5489964999681,15.46710298624,239.231274786955,-42.8228707633295,-17.5239307838115,-8.57982776187785,1.55345108475876,8.18706097524849,13.9729131251577,20.5766478331853,25.2270940802749,36.4485199136333,228
"556","NY.ADJ.SVNX.CD",2195,"numeric",3226,40.5,"1876733982.77847",3225,40.5,-29471844082.6347,35336779559.7926,3605003263151.1,153647597663.252,2.36075842676884e+22,-7480542844.12188,-1322199978.245,-281343487.103135,77185897.6930849,1359700810.35312,15078202047.4978,76217265854.2766,152110960385.292,588774194419.465,546
"557","NY.ADJ.SVNX.GN.ZS",2195,"numeric",3226,40.5,NA,3225,40.5,-237.052642188366,7.28328243312841,92.206521586682,14.9782480460623,224.347914529368,-39.8521134989259,-15.2969072489918,-7.11109804164119,2.44908778009451,8.86034863438344,14.4646802228128,20.986604202239,25.5208949903143,36.1169391298027,227
"558","NY.EXP.CAPM.KN",1788,"numeric",3633,32.99,NA,3632,32.99,44530957.4010327,22953004677328.3,3100655171254120,161978219937488,2.62369437341171e+28,285323048.629221,1481113117.90726,3575954809.85062,15998175253.7186,143462604532.688,862993861312.987,5258976416335.41,20443634192809.8,740574575729879,568
"559","NY.GDP.COAL.RT.ZS",844,"numeric",953,15.57,"0",4576,15.57,0,0.0878194137099281,19.2589197996742,0.543361212536008,0.295241407288601,0,0,0,0,0,0,0.0551107770784525,0.3996628271322,2.04921727820838,951
"560","NY.GDP.DEFL.KD.ZG",675,"numeric",4746,12.45,"8.83156886441247",4745,12.45,-31.5659149803115,36.8452783676494,26765.8582518855,495.309346794584,245331.349022078,-10.0929310187276,-1.70716816405467,0.0274281432065749,1.82283934093159,4.53447581129154,10.5466958356236,23.2501639690399,43.5750371572319,609.855637879667,513
"561","NY.GDP.DEFL.ZS",646,"numeric",4623,11.92,"121.627969400081",4774,11.92,6.52442683729213e-09,155.978940516808,5359.04238565927,342.252612735093,117136.850923998,0.302886144245347,17.2414697224456,37.1447075634895,65.8497274054377,95.8719671777862,123.028590742828,212.682089978643,449.446425724272,1742.85865777924,488
"562","NY.GDP.DISC.CN",1259,"numeric",2600,23.23,"0.00012",4161,23.23,-186044638645360,99009944932.9169,110244671845000,7229299977561.24,5.22627781655669e+25,-694172570080.072,-10326636900,-409879499.999999,-9999.992,0,306600,3429162600,58423275000,4876295364567.64,1839
"563","NY.GDP.DISC.KN",2300,"numeric",2299,42.44,NA,3120,42.44,-7.43477e+13,559874896859.129,88875044841000,6566855331979.62,4.31235889511492e+25,-2634451093021,-196108691595,-22022473730,-293349150,0,972401925,32015367530.4,245176999999.999,23424741304607,1179
"564","NY.GDP.FCST.CD",1585,"numeric",3836,29.24,"1491434755.56578",3835,29.24,0,241932702085.259,1.67781e+13,1042810513180.03,1.08745376639881e+24,111981761.820768,347273287.338237,673971545.947151,3015800493.99984,12204885476.8725,92594047279.317,417857374833.239,1116779306707.15,4361113023111.83,604
"565","NY.GDP.FCST.CN",1565,"numeric",3855,28.87,"2149420000",3855,28.87,0,48763074722239.3,1.1178338e+16,493726524865647,2.43765881355908e+29,52085866,610241640,2006560000,14688450000,215865300000,1.803923e+12,13518648812540,45875365411900,731725227553954,637
"566","NY.GDP.FCST.KD",1903,"numeric",3518,35.11,"38080344197.1383",3517,35.11,25373383.3708925,312683717456.374,15509642069600,1202412457501.34,1.44579571795442e+24,146310454.566725,503836941.104879,1023842942.5849,5112925697.81964,20084966887.4172,162791796583.268,640745750055.529,1439627517985.17,5202508598171.89,469
"567","NY.GDP.FCST.KN",1773,"numeric",3634,32.71,"1.2833e+10",3647,32.71,0,43863233454807.3,8.6950003e+15,364564979065918,1.32907623961333e+29,116687982,1066315030,2860613301.4288,20756234926.791,293189999000,2186019777100,14601321917000,42599079747749.7,1185821261785140,599
"568","NY.GDP.FRST.RT.ZS",1265,"numeric",4111,23.34,NA,4155,23.34,0,2.79493600728007,75.5725926645802,5.69234300889339,32.4027689308975,0,0.00123892190834435,0.00712002704192956,0.0710563672876589,0.571751996727639,2.94237672610193,7.92597767959625,12.7216689161924,28.1258223690862,475
"569","NY.GDP.MINR.RT.ZS",806,"numeric",2393,14.87,"1.41836394871968",4614,14.87,0,0.925584368895454,44.6438457337941,3.25137607676268,10.5714463925447,0,0,0,0,0.000218653996075099,0.215005670957893,1.85613590482152,5.67409387799634,16.5668477410284,872
"570","NY.GDP.MKTP.CD",616,"numeric",4805,11.37,"2689787917.50711",4804,11.37,9365488.11527636,238922338525.48,1.7946996e+13,1064056883598.74,1.13221705153386e+24,100849419.204721,316070338.387117,690957247.184721,2746928000.99515,12323636564.0164,86210399149.2007,391890149397.184,1024964767228.1,4356738140050.06,758
"571","NY.GDP.MKTP.CN",560,"numeric",4856,10.33,"23835665243",4860,10.33,500,51023781970404.4,1.15407898e+16,478648460525775,2.29104348763694e+29,38348410,590288015,1911205850,12554370500,209892551100,1831068500000,13287751977857.1,56650960431870.1,989653547892778,813
"572","NY.GDP.MKTP.KD",792,"numeric",4624,14.61,"26199189977.6607",4628,14.61,22215842.9205881,292869417024.905,16548573278300,1163459258337.51,1.35363744581127e+24,139252830.976721,460458869.732284,802524502.627015,4251695528.86273,18337426349.6528,138536758693.13,492500891298.013,1378602185430.46,5106410974914.08,633
"573","NY.GDP.MKTP.KD.ZG",667,"numeric",4748,12.31,"5.19999672093738",4753,12.31,-64.0471069734517,3.64965942164953,149.972963478158,6.6872108024431,44.7187883163117,-14.2459674343672,-4.57614926855667,-1.54394433426933,1.45133537890338,3.73755276986071,6.09994469237347,8.6177421935369,10.7621034789936,18.7668358451036,323
"574","NY.GDP.MKTP.KN",639,"numeric",4777,11.79,"462685818200",4781,11.79,21768700,56364913223701.1,8.9769315e+15,440910477786595,1.94402049422004e+29,132503419.91894,1.002e+09,2411013778.7728,15192588500,288746012672,2067205145800,13020483080500,45226470246967.3,1485047982363113,779
"575","NY.GDP.MKTP.PP.CD",878,"numeric",4543,16.2,"85605781241.3212",4542,16.2,14761390.6581144,341503773220.605,19524348171415.3,1259934912063.78,1.58743598263717e+24,132877554.393532,538174799.83751,1271580940.99664,7888641241.15738,33866970796.1841,191082326910.172,688377479166.251,1520364578231.28,4707392299525.12,599
"576","NY.GDP.MKTP.PP.KD",864,"numeric",4552,15.94,NA,4556,15.94,22102975.1896254,389419552202.247,18374714072902.2,1353662562366.62,1.83240233275296e+24,162404851.520999,677361263.414802,1573609830.11598,9377071669.49893,38862717769.1857,234057776664.159,787729728039.005,1874588065986.39,4967889348531.13,577
"577","NY.GDP.NGAS.RT.ZS",1015,"numeric",2018,18.73,"7.72929555285329",4405,18.73,0,1.17505057751099,70.5102793843287,4.40384907130169,19.3938866428047,0,0,0,0,0,0.294583079056141,2.63746875187894,6.19173050091372,20.3297599086189,828
"578","NY.GDP.PCAP.CD",619,"numeric",4802,11.42,"16461.8292691759",4801,11.42,64.8101538471894,10996.5406205924,193648.132212747,18299.1364225816,334858393.812251,153.075665487639,262.074529800649,376.468039539246,862.357422866277,3147.96485986836,13392.9169036445,32716.4186748897,47001.5553496818,89009.2202332333,492
"579","NY.GDP.PCAP.KD",795,"numeric",4626,14.67,"2558.53137259973",4625,14.67,115.435661183213,12010.8032180445,145221.191568424,17679.8162534631,312575902.75622,233.53460407988,399.772856091868,517.71547303614,1238.80146050056,3963.94951172252,13843.6481900464,38557.8155544082,48542.5169874621,81232.7119731799,630
"580","NY.GDP.PCAP.KD.ZG",670,"numeric",4751,12.36,"2.53295299256405",4750,12.36,-64.9972590578865,2.09113762709716,141.641851114887,6.45789890364378,41.7044582496835,-14.7129768236607,-5.96012767709941,-3.01817030294482,-0.0324756626175428,2.15531552527909,4.45791889297087,7.20132442126172,9.09774975302114,15.3635931704516,311
"581","NY.GDP.PCAP.KN",642,"numeric",4779,11.85,NA,4778,11.85,53.9443565404648,843454.738616149,34853232.3921355,3289131.89326716,10818388611307.2,433.726075465127,1407.44414013092,2630.08261223002,8878.31261219431,35216.5323125411,209279.341151718,1062943.25350681,4143200.28231202,20643548.4941234,641
"582","NY.GDP.PCAP.PP.CD",881,"numeric",4540,16.25,"10227.9866638855",4539,16.25,239.739376170659,13198.4397059261,143788.242027242,16731.3010314952,279936434.206512,529.282781483395,818.588637161005,1177.80728125798,2329.15150489005,6810.13548937484,17806.1349622916,33768.9218727139,43996.2031049334,80205.0526488341,273
"583","NY.GDP.PCAP.PP.KD",867,"numeric",4554,16,"26392.9938359687",4553,16,246.670527778124,15250.1349431649,137164.367298614,18548.3717776428,344042095.601655,614.886186599501,1022.72093873155,1404.13695959371,2794.89031621938,8311.70258478483,20944.7827243877,38897.181561395,47223.9216424702,90926.4259181796,221
"584","NY.GDP.PETR.RT.ZS",1032,"numeric",2184,19.04,"0.904995158015671",4388,19.04,0,4.5312032990477,77.1895506266235,11.119557066603,123.644549357442,0,0,0,0,0,1.51342542321083,17.4713664606657,31.3992198602595,53.2974081361566,876
"585","NY.GDP.TOTL.RT.ZS",1299,"numeric",4089,23.97,"0.0361922684447607",4121,23.97,0,9.89041215670699,92.0189518139951,14.3490477429796,205.895171130309,0.000532537100869594,0.0140011780469641,0.0526315037804237,0.705127822467083,3.55537408384214,12.3322113195309,31.2832766492354,42.9034483186356,62.4902430602224,446
"586","NY.GDS.TOTL.CD",1172,"numeric",4248,21.62,"9675897003.46123",4248,21.62,-7370735490.67886,64799890819.0616,5066348391363.09,259282823057.101,6.72275823324599e+22,-1599946087.74089,-266929650.51447,-20794477.6834858,251288445.380818,2905041129.08334,28854562574.4147,120294315786.088,299953699788.708,1162802455330.82,647
"587","NY.GDS.TOTL.CN",1152,"numeric",4263,21.25,NA,4268,21.25,-6658507282800,18808047374684.4,4.266191e+15,182617264355682,3.3349065240753e+28,-143417459924.08,-5112545480,-163195529.999999,1555583000,36632878600,395695744300,3110773600840,16442635146483,373398901999999,740
"588","NY.GDS.TOTL.ZS",1152,"numeric",4268,21.25,"83.0966312188682",4268,21.25,-152.537261459895,17.457844689345,86.2689298838207,19.337169830982,373.92613707224,-45.0189650469074,-11.0882869927863,-1.87053373820533,8.77127949767289,18.6349315665876,26.6878673629115,37.6789799779698,47.1897294440652,64.2583328781424,250
"589","NY.GDY.TOTL.KN",1801,"numeric",3620,33.23,"28111692745.5827",3619,33.23,219386534.593573,73871581175040.7,8865457258269210,509235834528004,2.59321135167432e+29,952789224.297428,4618678996.46508,9491577378.33036,39799905596.1467,515078717992.9,2915655127136.43,17694957132454.7,58261672455579.9,2020857104753162,587
"590","NY.GNP.ATLS.CD",873,"numeric",4548,16.11,"120058725.198135",4547,16.11,24247857.9688385,249945224776.587,17663587480903.9,1099109975042.69,1.20804273723834e+24,136088939.079486,323633942.311468,692509204.467814,2971268537.05749,12416449181.0919,95082659768.4829,410803182830.247,1099884985275.2,4704958804884.39,697
"591","NY.GNP.MKTP.CD",779,"numeric",4642,14.37,NA,4641,14.37,24959780.2882682,246595422434.162,1.8138314e+13,1092111241987.95,1.19270696487647e+24,136734336.910066,321671100,677169187.112904,2869578167.06382,12228020293.0916,91495287179.462,396305688901.469,1074976746433.45,4497585146414.81,718
"592","NY.GNP.MKTP.CN",738,"numeric",4681,13.62,"5847100000",4682,13.62,400,51801012257997.1,11165514565908900,477313675667634,2.27828344979348e+29,90869840,709041000,2083579000,14714107342.5,235936208750,1948770357000,14286637835350.1,58679675047944.9,1028822143254621,764
"593","NY.GNP.MKTP.KD",2179,"numeric",3242,40.2,"2269236021706.97",3241,40.2,50918730.5081636,377743979801.396,16671968333117.5,1336818191334.94,1.78708287668403e+24,526291081.442708,1404316255.60136,3059779596.12246,8239147157.23898,33723521906.6043,222044534622.653,823449900826.802,1708081798020.66,5648486482446.16,404
"594","NY.GNP.MKTP.KD.ZG",2053,"numeric",3368,37.88,NA,3367,37.88,-61.9750163578076,3.81363225927277,165.008516783691,7.01364877166542,49.1912690922838,-14.9908765646492,-5.21968478136101,-1.68459574790552,1.38257592093667,3.83121087347253,6.38945038707084,9.17822995663319,11.3585411860523,21.4758834595861,232
"595","NY.GNP.MKTP.KN",1976,"numeric",3445,36.46,"21492197259.4896",3444,36.46,233910913.965726,74592349476744,8688660186624140,498178689703347,2.48182006874544e+29,989210237.934164,3906746877.44062,8899010001.27195,40511276673.3369,539763079679.909,2996628731619.54,18285388992643.6,65587792551052.8,2016812557737094,553
"596","NY.GNP.MKTP.PP.CD",987,"numeric",4434,18.21,NA,4433,18.21,39600867.5273301,347025949934.489,19417976755512.6,1280235888975.14,1.63900393141995e+24,207780325.423197,562885287.368028,1319382143.82147,7805603146.05727,33373008743.3564,192012701691.069,714003974730.784,1528584422200.37,4905753236551.17,596
"597","NY.GNP.PCAP.CD",874,"numeric",1881,16.13,"4180",4546,16.13,80,10290.13858337,186710,16916.454352422,286166427.857578,154.5,250,360,820,3080,12177.5,31180,44782.5,81638.0000000003,497
"598","NY.GNP.PCAP.KD",2179,"numeric",3242,40.2,"3778.00969460429",3241,40.2,148.88633191453,12173.2750565784,118147.266871638,16769.9152943025,281230058.97808,242.491666559731,396.479155522606,515.451217812826,1223.37126742742,4336.86162483397,14989.7882317779,39246.6461715292,47292.0228935074,72877.4527760531,402
"599","NY.GNP.PCAP.KD.ZG",2053,"numeric",3368,37.88,"1.46129173694034",3367,37.88,-62.1138161354875,2.25762204328982,156.176298691667,6.7958291553305,46.1832939084401,-15.5251445511564,-6.71626433688984,-3.43007599293089,-0.0498731452473464,2.27956771352429,4.80095030090109,7.57531946360267,9.86663070968401,18.6064112612328,243
"600","NY.GNP.PCAP.KN",1976,"numeric",3445,36.46,"80624.7231127862",3444,36.46,74.8701321371291,970105.31556332,33734009.5176962,3700147.49300073,13691091469959.6,383.188734994148,1221.68832059896,2656.11502925836,10002.860525319,37365.9060521376,227520.621226325,1081302.37613309,4283457.57735789,22812263.22931,453
"601","NY.GNP.PCAP.PP.CD",990,"numeric",2196,18.27,"4570",4430,18.27,230,12580.8532731377,140720,15636.1022697988,244487694.191607,490,790,1140,2340,6645,16987.5,31943,41532.5,73782.7,265
"602","NY.GNS.ICTR.CD",1767,"numeric",3654,32.6,"265702788058.685",3653,32.6,-16844951764.8262,72525453909.048,5027227012705.24,282300626004.944,7.96936434427831e+22,-242217510.988311,17117557.3492496,73786475.4830919,559198520.211074,3334194246.3907,33319049019.6078,131632161955.926,326294990589.081,1304820407241.52,544
"603","NY.GNS.ICTR.CN",1767,"numeric",3654,32.6,"65503739179.3413",3653,32.6,-8704033712170,14453481906900.9,3711766312248610,138813271237677,1.92691242717047e+28,-23460511639.2634,39707675.7546042,347197419.598943,3744672168.56404,58448950276.1993,431733912650.607,3286238248305.78,15776898694812.6,308674757446523,624
"604","NY.GNS.ICTR.GN.ZS",1767,"numeric",3654,32.6,"37.9519099941588",3653,32.6,-178.001885159062,20.2041904703335,80.4674806074999,13.0130241615901,169.338797830128,-10.4075505617289,1.4025194575049,6.88056124445665,13.7110352956359,19.7608077913182,26.5199427798868,34.3922523110465,41.417235251496,56.1522921717301,193
"605","NY.GNS.ICTR.ZS",1767,"numeric",3654,32.6,NA,3653,32.6,-143.529247951804,20.2301209547109,330.706140729869,15.9903060443019,255.689887390437,-10.3817782603595,1.4000811985253,6.71005399746294,13.3282549644584,19.3652727304278,25.9888421837188,33.9553261698301,41.6872757100189,56.5210298130886,202
"606","NY.GNY.TOTL.KN",4648,"numeric",773,85.76,"11994544731220.5",772,85.76,-264621984.199432,1685075341187.38,21069842003240.5,3045233340236.18,9.27344609648598e+24,6997010637.17978,10538618256.5166,12675920216.8123,45475469310.7338,548606310958.576,1449220967543.36,5676488805250.28,7898527134440.6,15432831623850,117
"607","NY.GSR.NFCY.CD",1034,"numeric",4291,19.08,"-245451522.899285",4386,19.08,-109746301191.967,-212891869.064712,250360400000,16044966648.9126,2.57440954764717e+20,-34089870139.0663,-12993031209.0925,-6497500000,-1213366668.97034,-134209945.124173,0,829664658.766804,6552385309.12783,58125361863.5553,1048
"608","NY.GSR.NFCY.CN",1017,"numeric",4297,18.76,NA,4403,18.76,-375275234091085,-1197713440927.51,24462989246300,14525792773399.4,2.10998655695742e+26,-14255478638108,-1397396077990,-329558019100,-24091813000,-1234928000,0,4844320800,41223200000,2684308961999.99,1039
"609","NY.GSR.NFCY.KN",5060,"numeric",360,93.36,NA,360,93.36,-279256900000,606741367222.222,1.85934e+13,2659721538161.65,7.07411866056099e+24,-244993304000,-34761075000,-28923540000,-9950725000,-750050000,11317250000,58148520000.0002,4015093515000.02,1.5569821e+13,59
"610","NY.TAX.NIND.CD",1703,"numeric",3705,31.42,"290178198.347333",3717,31.42,-10890038011.9056,17308272009.5271,5.6997e+11,52442454686.2675,2.75021105352122e+21,0,19694385.6077286,58007032.7426194,223852391.510928,1120894512.7232,7270002668.15437,38803603967.3509,92337575340.2058,293700001337.907,659
"611","NY.TAX.NIND.CN",1697,"numeric",3704,31.31,"1506389600000",3723,31.31,-35930335852900,2256843041997.26,4.2031e+14,19460742632744.6,3.78720503817924e+26,0,28862600,190510000,1388350000,19985999900,178278500000,885019120000.001,3.264764e+12,5.6809348e+13,562
"612","NY.TAX.NIND.KN",2015,"numeric",3372,37.18,"234554916800",3405,37.18,-26402507924300,2326595314273.5,3.29673e+14,17688798565332,3.12893594684891e+26,-56441660,63620588,242100440,1625414600,24021283000,209096250000,1010609910674.72,3437000705380,71136961259316.1,478
"613","NY.TRF.NCTR.CD",1686,"numeric",3699,31.11,"4146600000",3734,31.11,-9269379021533150,-14348730058523.5,270855000189.906,314996016110698,9.92224901656113e+28,-48342902957.2483,-7444033509.73533,-2162056797.72744,13006481.4814815,153019892.718405,893612244.897959,2912621139.50846,5137076001.35106,27380932346.9108,965
"614","NY.TRF.NCTR.CN",1683,"numeric",3699,31.05,"345873983000",3737,31.05,-310518678922491008,-433969613772780,3747053213143600,9878038984860996,9.75756541864337e+31,-6.17248e+11,-36487820620,-1.1408e+10,28191300,2091653800,51734047500,364719636880,1377913649110.52,36372797111543.1,756
"615","NY.TRF.NCTR.KN",3056,"numeric",2360,56.38,"31042856433.251",2364,56.38,-1599672610070.09,239023705857.387,18997006144619.8,1308161841127.27,1.71128740258148e+24,-245553898490.038,-30334729355.3396,-12137858413.3326,64536850.3890505,3663193419.10923,46725328966.4604,247961208691.251,783454250424.11,6790742803239.83,432
"616","NY.TTF.GNFS.KN",1788,"numeric",3489,32.99,"-115203126107.381",3632,32.99,-184453538075996,554202887234.471,259593030998818,14974654462855,2.24240276281904e+26,-11996437493785.8,-381462695647.756,-97821680221.4319,-7746598359.93064,-1461840.98128224,6115943412.44083,108859141339.231,537905359886.104,41877420053705.6,1243
"617","PA.NUS.ATLS",486,"numeric",3354,8.97,"0.9017",4934,8.97,5.19456941666667e-08,462.341271573377,29011.4914,1950.04923801647,3802692.0306886,0.034861,0.6245137735,0.75504495,1.0626,5.635141665,96.519575,627.844739590997,1793.009615,10437.710175,960
"618","PA.NUS.FCRF",982,"numeric",3152,18.12,"1",4438,18.12,5.19456941666667e-08,554.260495429416,29011.491377053,2218.2180028577,4920491.108202,0.0544905775149825,0.513881483333333,0.99961375,2.211989375,8.833425,152.517291666667,806.218750000001,2079.61364116667,11141.53325,883
"619","PA.NUS.PPP",863,"numeric",4534,15.92,"0.555093",4557,15.92,1.8444820683119e-08,159.997547037915,11427.68,655.369393245344,429509.041602771,0.00936820914896584,0.210725557643506,0.453727504571153,0.886160558287258,2.8124293024192,51.6551066565283,249.815516306315,750.537592399999,3019.00437460021,888
"620","PA.NUS.PPPC.RF",885,"numeric",4512,16.33,NA,4535,16.33,0.0764644114427483,0.53661999074413,1.85511377892315,0.294151209816439,0.0865249342364745,0.151386543329686,0.200781577373057,0.239994862953734,0.324845090364551,0.45657494844827,0.654443402663264,1,1.14680635360983,1.44897766662209,225
"621","PA.NUS.PRVT.PP",1336,"numeric",4061,24.65,NA,4084,24.65,7.17344056355946e-08,195.774723276111,13031.5006688194,822.793108540533,676988.499461793,0.0474572512246957,0.401937800573703,0.588052716316442,1.05349804775731,4.2644963478042,67.0419289941153,283.035805917595,855.854920557548,3955.98789750347,766
"622","PX.REX.REER",3095,"numeric",2233,57.1,"64.6913780121681",2325,57.1,32.1634497352857,100.390643694005,827.170713319018,29.7382627451034,884.364271096808,50.1426218261057,67.2567822044105,76.881597756841,90.7570708124878,99.391335415084,105.651971006548,119.439189297933,132.091968226114,195.9031169276,268
"623","SE.ADT.1524.LT.FE.ZS",4893,"numeric",526,90.28,NA,527,90.28,8.94584,86.350490455408,100,21.051600696142,443.169891869805,15.526524,33.982709,53.185556,80.530855,97.50019,99.13233,99.78073,99.869105,99.9984688,52
"624","SE.ADT.1524.LT.FM.ZS",4893,"numeric",483,90.28,NA,527,90.28,0.30537,0.938764193548387,1.24141,0.132194202715627,0.0174753072316203,0.4517674,0.631273,0.742794,0.942395,0.99956,1.00355,1.0139,1.025255,1.0708434,98
"625","SE.ADT.1524.LT.MA.ZS",4893,"numeric",526,90.28,NA,527,90.28,25.47826,90.2642090512334,100,14.6272710354789,213.95705794536,35.1661402,56.331895,71.16723,87.04558,97.39524,99.03446,99.707594,99.836624,99.9933424,50
"626","SE.ADT.1524.LT.ZS",4888,"numeric",531,90.18,NA,532,90.18,17.34738,88.2983754887218,100,17.7329798598975,314.458574711532,25.2808832,46.9810275,62.072525,83.6435475,97.292885,99.009645,99.722227,99.8454585,99.9861149,49
"627","SE.ADT.LITR.FE.ZS",4889,"numeric",530,90.2,NA,531,90.2,4.59183,76.2508696986817,99.99761,24.7140349876876,610.783525372649,10.388178,22.189785,35.06871,62.6437,87.19743,94.543475,98.66592,99.52335,99.781662,9
"628","SE.ADT.LITR.MA.ZS",4889,"numeric",530,90.2,"91.02567",531,90.2,18.2606,84.6976659322034,99.99896,17.3654729529042,301.559650878046,27.521679,44.80714,60.77481,78.613075,91.96925,97.24863,99.22943,99.73587,99.855994,36
"629","SE.ADT.LITR.ZS",4887,"numeric",532,90.17,NA,533,90.17,10.89465,80.3533004502814,99.99826,20.9236771331075,437.800264770524,19.5277796,34.219086,48.299458,70.29842,89.61523,95.90445,98.849952,99.617412,99.7892416,25
"630","SE.ENR.PRIM.FM.ZS",1859,"numeric",3065,34.3,"0.99366",3561,34.3,0,0.949721283347374,1.2604,0.0982441194006421,0.00965190699680761,0.566338,0.73041,0.83261,0.94597,0.98296,0.99783,1.0122,1.02844,1.080082,546
"631","SE.ENR.PRSC.FM.ZS",2583,"numeric",2626,47.66,"0.99423",2837,47.66,0,0.961562692985548,1.29473,0.10902467105476,0.0118863788985986,0.5783436,0.713978,0.811892,0.9542,0.99422,1.01883,1.04414,1.066198,1.1207792,430
"632","SE.ENR.SECO.FM.ZS",2482,"numeric",2811,45.79,"1.14975",2938,45.79,0,0.960425755616065,1.67151,0.177422872878577,0.0314788758204878,0.3640789,0.5900635,0.705694,0.92486,1.000715,1.05109,1.116055,1.1723375,1.3194709,409
"633","SE.ENR.TERT.FM.ZS",2929,"numeric",2471,54.04,"0.65172",2491,54.04,0.06466,1.1210443596949,6.31564,0.601784869464034,0.362145029115845,0.154637,0.30174,0.43444,0.786065,1.12811,1.369035,1.59761,1.83413,3.392523,68
"634","SE.PRE.ENRR",2368,"numeric",3053,43.69,"44.83165",3052,43.69,0.22975,53.3222546428571,187.19035,33.8301116830148,1144.47645648526,0.7914467,2.4531725,5.768684,24.1079425,54.41276,82.1430975,97.739964,103.8959765,116.4194765,2
"635","SE.PRE.ENRR.FE",2595,"numeric",2826,47.88,"80.64769",2825,47.88,0.20327,53.146902339823,189.20358,34.2212876648462,1171.09652944015,0.76262,2.389404,5.434174,23.44922,54.00762,82.27421,98.253206,104.022216,116.4321504,2
